id,gender,age,education,field_of_studies,is_studying,county,relative_wage,years_since_job_change,years_of_experience,hours_of_training,is_certified,size_of_company,type_of_company,willing_to_change_job
7101,Male,35,higher_BSc,science,no,county_118,162.84,1,14,72,1,50-99,startup_with_funding,No
7102,Male,29,higher_BSc,science,no,county_112,97.35,never_changed,5,37,0,unknown,no_information,Yes
7103,Female,27,higher_BSc,science,no,county_059,110.45,1,5,100,1,500-999,private_company,Yes
7104,Other,49,Phd,humanities,no_information,county_081,123.55,1,>20,9,1,unknown,no_information,Yes
7105,Male,30,higher_BSc,science,no_information,county_093,158.77,1,6,334,1,100-500,NGO,No
7106,Male,31,higher_MSc,science,no,county_072,159.83,1,9,24,1,10000+,private_company,Yes
7107,Unknown,28,higher_BSc,science,full_time,county_028,151.34,1,6,55,0,unknown,no_information,No
7108,Other,25,higher_BSc,science,part_time,county_075,161.07,never_changed,4,62,1,unknown,no_information,No
7109,Male,45,higher_BSc,science,no,county_118,162.84,>4,>20,14,1,unknown,no_information,Yes
7110,Unknown,27,higher_BSc,science,no,county_118,162.84,3,3,55,1,5000-9999,private_company,No
7111,Male,45,higher_BSc,science,no,county_075,161.07,>4,>20,91,1,50-99,private_company,No
7112,Male,23,higher_BSc,science,no,county_102,130.63,never_changed,2,13,0,unknown,no_information,No
7113,Male,29,higher_BSc,science,no,county_022,133.46,1,10,11,1,100-500,private_company,No
7114,Unknown,21,Phd,science,full_time,county_044,99.65,unknown,<1,43,1,unknown,no_information,Yes
7115,Male,49,higher_BSc,science,no,county_110,163.9,4,>20,8,1,unknown,no_information,No
7116,Male,39,higher_BSc,science,no,county_118,162.84,3,16,80,1,100-500,private_company,No
7117,Male,36,higher_BSc,science,no,county_110,163.9,1,16,56,1,unknown,no_information,Yes
7118,Male,27,higher_MSc,science,no,county_024,156.47,never_changed,7,20,1,<10,startup_wo_funding,No
7119,Female,35,higher_MSc,humanities,no,county_118,162.84,1,11,26,1,50-99,public_sector,No
7120,Male,45,higher_MSc,science,no,county_075,161.07,2,>20,78,1,10000+,private_company,No
7121,Male,28,higher_MSc,science,no,county_110,163.9,1,8,5,1,50-99,startup_wo_funding,No
7122,Unknown,31,higher_MSc,science,no,county_007,123.55,4,9,86,1,10-49,no_information,No
7123,Male,29,higher_BSc,science,no,county_112,97.35,1,4,35,1,10-49,no_information,Yes
7124,Male,24,higher_BSc,science,part_time,county_093,158.77,1,3,31,1,5000-9999,private_company,No
7125,Male,35,higher_MSc,science,no,county_119,142.31,3,15,22,1,1000-4999,private_company,No
7126,Male,44,higher_MSc,science,no,county_074,162.84,3,>20,55,1,10000+,public_sector,No
7127,Unknown,24,secondary,no_information,full_time,county_059,110.45,never_changed,<1,214,0,unknown,no_information,Yes
7128,Unknown,31,secondary,no_information,no,county_121,157,never_changed,9,5,1,50-99,private_company,No
7129,Male,46,higher_MSc,science,no,county_032,161.6,never_changed,>20,16,1,unknown,no_information,No
7130,Male,30,higher_BSc,science,no,county_118,162.84,1,11,32,1,50-99,private_company,No
7131,Male,35,Phd,science,no,county_118,162.84,1,14,4,1,50-99,startup_with_funding,No
7132,Male,23,secondary,no_information,no,county_110,163.9,never_changed,3,17,0,unknown,no_information,No
7133,Male,32,higher_BSc,science,no,county_118,162.84,1,9,49,0,unknown,no_information,Yes
7134,Unknown,26,higher_MSc,humanities,no,county_041,157.53,1,4,12,0,10000+,no_information,No
7135,Male,31,higher_BSc,science,no,county_075,161.07,1,9,58,1,100-500,public_sector,No
7136,Male,28,higher_MSc,science,no,county_075,161.07,1,7,46,1,100-500,private_company,No
7137,Female,26,higher_BSc,science,no,county_118,162.84,1,6,80,1,50-99,startup_with_funding,No
7138,Male,49,higher_MSc,science,no,county_093,158.77,1,>20,10,0,unknown,no_information,No
7139,Male,27,higher_BSc,science,no,county_118,162.84,1,4,45,1,<10,startup_wo_funding,No
7140,Male,49,higher_MSc,science,no,county_108,131.51,3,>20,178,1,1000-4999,private_company,No
7141,Male,48,higher_BSc,arts,no,county_075,161.07,>4,>20,27,1,unknown,no_information,No
7142,Unknown,32,higher_BSc,science,no,county_040,134.87,>4,10,55,1,10-49,private_company,No
7143,Unknown,23,higher_BSc,science,full_time,county_059,110.45,never_changed,3,18,0,unknown,no_information,No
7144,Unknown,26,higher_MSc,science,no_information,county_066,135.23,unknown,4,24,1,unknown,no_information,No
7145,Male,28,higher_BSc,science,full_time,county_059,110.45,never_changed,6,61,0,unknown,no_information,Yes
7146,Male,33,higher_BSc,science,part_time,county_053,166.2,>4,12,44,0,50-99,private_company,No
7147,Female,31,higher_MSc,science,no,county_011,163.37,1,7,10,0,100-500,private_company,No
7148,Male,44,higher_BSc,science,no,county_118,162.84,2,>20,48,0,unknown,no_information,No
7149,Female,27,higher_MSc,science,no,county_118,162.84,1,2,4,1,<10,startup_wo_funding,No
7150,Male,42,higher_BSc,other,no,county_118,162.84,>4,18,166,1,100-500,startup_wo_funding,No
7151,Unknown,20,higher_MSc,science,no,county_059,110.45,1,<1,53,1,100-500,private_company,No
7152,Male,42,higher_BSc,other,no,county_118,162.84,unknown,18,10,1,unknown,no_information,No
7153,Unknown,44,Phd,science,no,county_118,162.84,1,20,22,1,10000+,private_company,No
7154,Male,28,higher_BSc,other,full_time,county_074,162.84,never_changed,3,13,0,unknown,no_information,Yes
7155,Male,33,higher_BSc,science,no,county_062,120.71,never_changed,10,54,1,10000+,private_company,Yes
7156,Male,34,higher_BSc,science,no,county_118,162.84,1,11,15,1,unknown,no_information,Yes
7157,Male,38,higher_BSc,business,no,county_074,162.84,>4,17,61,0,unknown,no_information,No
7158,Unknown,32,higher_BSc,science,part_time,county_059,110.45,>4,11,109,1,10-49,private_company,Yes
7159,Male,28,higher_BSc,science,no,county_059,110.45,2,7,6,1,100-500,private_company,Yes
7160,Male,30,higher_BSc,science,part_time,county_029,141.95,1,9,149,1,1000-4999,private_company,No
7161,Male,30,higher_MSc,science,no,county_093,158.77,2,6,65,1,1000-4999,private_company,No
7162,Male,30,secondary,no_information,full_time,county_117,163.55,2,10,84,0,50-99,private_company,No
7163,Male,25,higher_BSc,science,full_time,county_122,158.42,2,4,26,1,100-500,public_sector,No
7164,Male,40,higher_MSc,science,full_time,county_082,121.95,1,19,54,1,<10,startup_with_funding,No
7165,Unknown,25,higher_BSc,science,no,county_118,162.84,>4,<1,125,0,unknown,no_information,Yes
7166,Male,34,secondary,no_information,full_time,county_110,163.9,never_changed,10,40,1,100-500,other,Yes
7167,Male,43,higher_BSc,other,no,county_118,162.84,>4,18,45,1,10000+,private_company,No
7168,Male,29,Phd,science,no,county_011,163.37,1,9,12,1,10-49,private_company,No
7169,Male,31,higher_BSc,science,no,county_118,162.84,1,12,42,1,50-99,startup_with_funding,No
7170,Male,22,secondary,no_information,part_time,county_082,121.95,1,2,32,0,unknown,no_information,Yes
7171,Male,30,higher_BSc,science,no,county_058,159.12,2,11,44,1,100-500,public_sector,No
7172,Male,26,higher_BSc,science,full_time,county_024,156.47,1,4,51,0,unknown,no_information,Yes
7173,Male,25,secondary,no_information,no,county_058,159.12,1,2,4,1,50-99,startup_with_funding,No
7174,Male,21,higher_BSc,science,full_time,county_059,110.45,never_changed,<1,81,0,unknown,no_information,Yes
7175,Unknown,22,higher_BSc,science,full_time,county_122,158.42,1,2,122,1,10000+,private_company,No
7176,Male,37,higher_BSc,science,no,county_074,162.84,1,16,34,1,50-99,startup_with_funding,No
7177,Unknown,21,higher_MSc,science,no,county_068,155.41,unknown,1,18,0,unknown,no_information,Yes
7178,Male,24,higher_BSc,science,no,county_118,162.84,2,5,34,1,unknown,no_information,Yes
7179,Unknown,23,secondary,no_information,full_time,county_108,131.51,unknown,2,108,1,100-500,private_company,No
7180,Unknown,30,secondary,no_information,no,county_110,163.9,2,5,210,1,<10,startup_with_funding,No
7181,Female,24,higher_BSc,science,part_time,county_041,157.53,1,3,72,0,unknown,no_information,No
7182,Male,39,higher_BSc,science,no,county_097,146.38,1,15,114,1,100-500,private_company,No
7183,Male,26,higher_BSc,science,part_time,county_087,128.68,1,4,44,0,unknown,no_information,Yes
7184,Unknown,40,higher_MSc,science,no,county_110,163.9,2,20,4,1,100-500,other,No
7185,Male,36,higher_BSc,other,no,county_119,142.31,unknown,17,73,1,unknown,no_information,No
7186,Male,34,higher_BSc,science,no,county_075,161.07,2,9,21,1,10-49,private_company,No
7187,Male,29,higher_BSc,science,no,county_102,130.63,2,10,21,1,1000-4999,private_company,No
7188,Male,40,higher_MSc,science,no,county_028,151.34,1,18,284,1,100-500,private_company,No
7189,Male,32,no_information,no_information,no,county_028,151.34,1,7,80,0,unknown,no_information,Yes
7190,Male,39,higher_BSc,science,no,county_002,167.97,4,14,5,1,500-999,public_sector,No
7191,Male,49,higher_BSc,science,no,county_118,162.84,2,>20,48,1,unknown,no_information,Yes
7192,Unknown,29,higher_BSc,science,full_time,county_059,110.45,never_changed,5,16,0,unknown,no_information,No
7193,Male,35,higher_BSc,science,part_time,county_034,153.28,4,12,81,0,unknown,no_information,No
7194,Male,45,higher_BSc,science,no,county_074,162.84,1,>20,88,1,unknown,no_information,Yes
7195,Unknown,49,higher_BSc,science,no,county_121,157,1,>20,17,1,<10,private_company,No
7196,Male,27,higher_BSc,science,full_time,county_109,139.65,1,5,156,0,unknown,no_information,Yes
7197,Female,44,higher_BSc,humanities,no,county_118,162.84,>4,20,56,0,unknown,no_information,Yes
7198,Male,29,higher_BSc,humanities,no,county_118,162.84,4,9,36,1,100-500,startup_with_funding,No
7199,Male,38,higher_MSc,science,no,county_059,110.45,3,17,90,1,10000+,private_company,Yes
7200,Male,27,higher_BSc,science,no,county_119,142.31,1,4,19,0,100-500,private_company,No
7201,Unknown,20,higher_BSc,science,full_time,county_020,166.2,1,<1,154,0,<10,private_company,No
7202,Unknown,33,higher_BSc,science,no,county_074,162.84,>4,11,122,1,10000+,private_company,Yes
7203,Male,34,higher_MSc,science,full_time,county_059,110.45,2,11,146,1,unknown,no_information,No
7204,Male,48,higher_MSc,science,no,county_110,163.9,never_changed,>20,55,1,10-49,private_company,No
7205,Male,36,higher_BSc,science,no,county_119,142.31,>4,13,72,1,1000-4999,private_company,No
7206,Male,36,higher_MSc,science,part_time,county_120,98.77,4,12,35,1,unknown,no_information,Yes
7207,Male,46,secondary,no_information,no,county_118,162.84,1,>20,246,1,50-99,no_information,No
7208,Male,29,secondary,no_information,full_time,county_118,162.84,never_changed,6,48,0,unknown,private_company,No
7209,Male,48,higher_MSc,science,no,county_028,151.34,1,>20,107,1,10000+,private_company,No
7210,Male,31,higher_BSc,science,no,county_032,161.6,>4,10,163,1,50-99,private_company,No
7211,Female,41,higher_BSc,business,no,county_118,162.84,>4,18,38,0,unknown,no_information,No
7212,Male,50,higher_BSc,science,no,county_118,162.84,2,>20,140,1,50-99,private_company,No
7213,Unknown,21,higher_BSc,science,no,county_059,110.45,1,2,27,1,5000-9999,private_company,Yes
7214,Male,39,higher_BSc,science,no,county_118,162.84,>4,17,148,1,5000-9999,NGO,No
7215,Female,28,higher_MSc,other,no,county_093,158.77,1,8,56,1,1000-4999,private_company,No
7216,Male,26,higher_BSc,other,no,county_059,110.45,never_changed,2,83,0,50-99,startup_wo_funding,No
7217,Male,28,higher_BSc,science,no,county_029,141.95,never_changed,8,18,1,unknown,private_company,Yes
7218,Male,36,higher_BSc,science,full_time,county_022,133.46,never_changed,16,29,1,1000-4999,private_company,Yes
7219,Unknown,45,higher_MSc,science,no,county_028,151.34,2,20,56,1,100-500,private_company,No
7220,Male,49,higher_BSc,other,no,county_075,161.07,1,>20,77,1,10000+,private_company,No
7221,Male,27,higher_BSc,science,no,county_118,162.84,4,7,16,1,10000+,private_company,No
7222,Male,34,higher_BSc,science,no,county_028,151.34,3,9,38,1,unknown,private_company,No
7223,Male,29,higher_MSc,science,no,county_110,163.9,2,10,50,1,10000+,private_company,No
7224,Male,28,higher_BSc,science,no,county_075,161.07,1,6,3,1,10000+,private_company,No
7225,Male,47,higher_BSc,science,no,county_118,162.84,1,>20,28,1,100-500,private_company,No
7226,Male,32,higher_BSc,science,no,county_110,163.9,>4,9,78,1,1000-4999,private_company,No
7227,Male,46,higher_MSc,science,no,county_110,163.9,>4,>20,26,1,5000-9999,private_company,No
7228,Male,34,higher_BSc,science,no,county_118,162.84,1,10,118,1,5000-9999,private_company,No
7229,Male,32,higher_BSc,science,no,county_121,157,1,11,36,1,unknown,no_information,No
7230,Male,35,higher_MSc,science,no,county_110,163.9,1,10,50,0,unknown,no_information,No
7231,Unknown,26,higher_BSc,no_information,full_time,county_072,159.83,2,5,77,1,50-99,private_company,Yes
7232,Male,33,higher_MSc,science,full_time,county_118,162.84,never_changed,8,125,1,unknown,public_sector,Yes
7233,Male,40,higher_MSc,arts,full_time,county_110,163.9,2,15,37,1,50-99,private_company,No
7234,Unknown,27,secondary,no_information,no,county_093,158.77,never_changed,6,12,0,unknown,no_information,No
7235,Male,47,higher_BSc,science,no,county_118,162.84,4,>20,36,1,5000-9999,NGO,No
7236,Male,28,higher_BSc,science,full_time,county_074,162.84,2,6,18,1,10000+,private_company,No
7237,Male,40,higher_MSc,science,no,county_118,162.84,>4,16,58,1,5000-9999,NGO,No
7238,Male,30,higher_BSc,science,full_time,county_029,141.95,1,8,36,0,unknown,no_information,Yes
7239,Male,26,higher_BSc,science,no,county_059,110.45,1,3,26,1,unknown,no_information,No
7240,Male,31,higher_MSc,science,no,county_075,161.07,>4,8,100,1,50-99,private_company,No
7241,Male,26,higher_BSc,science,no,county_118,162.84,never_changed,2,4,1,unknown,no_information,Yes
7242,Unknown,38,higher_BSc,science,no,county_118,162.84,>4,18,32,0,10000+,private_company,No
7243,Unknown,46,higher_BSc,science,no,county_118,162.84,3,>20,10,1,100-500,private_company,No
7244,Male,26,higher_BSc,science,no,county_024,156.47,never_changed,4,9,0,unknown,no_information,Yes
7245,Male,36,higher_BSc,science,no,county_118,162.84,2,11,11,1,5000-9999,private_company,No
7246,Female,37,higher_BSc,science,no,county_058,159.12,never_changed,15,12,1,1000-4999,private_company,No
7247,Male,42,higher_BSc,science,no,county_118,162.84,1,20,46,1,100-500,private_company,No
7248,Male,26,higher_MSc,science,no,county_093,158.77,4,7,45,1,100-500,private_company,No
7249,Male,45,Phd,science,no,county_110,163.9,1,>20,18,0,10000+,private_company,No
7250,Male,24,higher_BSc,science,no,county_093,158.77,2,2,66,1,unknown,no_information,No
7251,Male,24,higher_BSc,science,no,county_059,110.45,2,4,26,1,10000+,private_company,Yes
7252,Male,26,higher_MSc,science,no,county_118,162.84,4,5,128,1,10-49,private_company,No
7253,Unknown,31,higher_BSc,science,full_time,county_093,158.77,2,6,12,1,<10,startup_wo_funding,No
7254,Male,30,higher_MSc,science,no,county_059,110.45,>4,9,6,1,10000+,private_company,Yes
7255,Male,35,secondary,no_information,part_time,county_115,123.55,1,11,32,1,10-49,private_company,No
7256,Male,29,higher_BSc,science,no,county_011,163.37,4,5,264,1,10-49,private_company,No
7257,Male,26,secondary,no_information,full_time,county_080,123.55,never_changed,6,33,0,unknown,no_information,No
7258,Male,33,higher_BSc,science,no,county_019,123.55,4,10,66,1,1000-4999,private_company,No
7259,Male,27,secondary,no_information,full_time,county_110,163.9,never_changed,6,61,0,unknown,no_information,No
7260,Male,36,higher_BSc,science,no,county_092,147.97,3,13,20,1,50-99,private_company,No
7261,Female,45,higher_BSc,other,no,county_118,162.84,2,>20,35,1,1000-4999,private_company,No
7262,Male,49,higher_BSc,science,no,county_117,163.55,3,>20,152,1,50-99,private_company,No
7263,Male,29,higher_MSc,science,full_time,county_059,110.45,1,4,28,1,50-99,private_company,Yes
7264,Unknown,25,higher_MSc,science,no,county_059,110.45,4,4,68,1,unknown,no_information,Yes
7265,Unknown,26,higher_MSc,science,full_time,county_059,110.45,1,6,3,0,unknown,no_information,Yes
7266,Male,31,secondary,no_information,full_time,county_028,151.34,1,9,19,0,unknown,no_information,No
7267,Male,25,higher_BSc,science,part_time,county_059,110.45,4,4,50,1,10000+,private_company,Yes
7268,Female,28,higher_BSc,science,no,county_074,162.84,1,5,102,1,10000+,private_company,No
7269,Male,21,higher_BSc,business,no,county_118,162.84,1,1,28,1,10000+,private_company,No
7270,Unknown,39,higher_MSc,science,no,county_068,155.41,2,16,35,1,5000-9999,private_company,No
7271,Male,26,higher_BSc,science,full_time,county_118,162.84,3,3,8,0,50-99,private_company,Yes
7272,Male,38,higher_BSc,science,no,county_058,159.12,2,18,80,1,10-49,startup_wo_funding,No
7273,Female,48,higher_BSc,science,no,county_118,162.84,>4,>20,83,1,50-99,private_company,No
7274,Unknown,21,higher_BSc,science,no,county_059,110.45,1,1,298,0,1000-4999,private_company,Yes
7275,Male,25,higher_MSc,science,no,county_110,163.9,1,5,9,1,100-500,private_company,No
7276,Male,32,higher_BSc,science,no,county_059,110.45,4,8,114,1,50-99,private_company,Yes
7277,Unknown,26,higher_BSc,arts,no,county_121,157,2,4,33,1,10-49,no_information,Yes
7278,Male,29,higher_MSc,science,no,county_074,162.84,1,7,20,1,500-999,private_company,No
7279,Unknown,26,higher_BSc,science,full_time,county_118,162.84,1,6,117,0,unknown,no_information,Yes
7280,Male,38,higher_MSc,science,no,county_110,163.9,2,15,65,1,100-500,private_company,No
7281,Male,30,higher_BSc,science,no,county_050,79.3,>4,8,74,1,unknown,no_information,No
7282,Unknown,41,Phd,science,no,county_118,162.84,1,16,113,1,100-500,startup_with_funding,No
7283,Male,25,higher_BSc,other,no,county_059,110.45,never_changed,1,19,1,<10,private_company,Yes
7284,Male,36,higher_BSc,science,no,county_059,110.45,3,11,22,1,1000-4999,private_company,Yes
7285,Male,30,higher_MSc,science,no,county_047,158.95,1,9,10,1,50-99,private_company,No
7286,Male,25,higher_BSc,science,no,county_117,163.55,1,6,166,1,50-99,no_information,No
7287,Unknown,21,higher_BSc,science,no,county_059,110.45,1,<1,36,1,50-99,startup_with_funding,Yes
7288,Male,36,secondary,no_information,no,county_109,139.65,1,15,6,1,<10,private_company,No
7289,Female,24,higher_BSc,science,part_time,county_059,110.45,1,4,56,1,unknown,no_information,No
7290,Unknown,30,secondary,no_information,no,county_120,98.77,1,8,94,0,unknown,no_information,Yes
7291,Female,37,higher_MSc,science,no,county_032,161.6,2,13,72,1,50-99,private_company,Yes
7292,Male,31,higher_BSc,science,no,county_118,162.84,1,10,51,1,unknown,no_information,Yes
7293,Male,32,higher_BSc,humanities,no,county_070,163.02,1,13,150,1,<10,startup_with_funding,No
7294,Male,27,higher_BSc,science,no,county_118,162.84,4,5,156,1,10-49,private_company,Yes
7295,Unknown,32,higher_BSc,science,no,county_020,166.2,1,12,42,1,1000-4999,private_company,No
7296,Male,25,higher_BSc,science,no,county_059,110.45,1,<1,17,1,10-49,private_company,Yes
7297,Male,26,secondary,no_information,full_time,county_050,79.3,never_changed,4,31,0,unknown,no_information,No
7298,Female,29,higher_BSc,science,no,county_028,151.34,2,4,35,0,100-500,public_sector,No
7299,Male,36,higher_MSc,science,no,county_093,158.77,4,16,76,1,unknown,no_information,No
7300,Male,31,higher_MSc,science,no,county_110,163.9,1,9,15,1,1000-4999,private_company,No
7301,Male,36,no_information,no_information,no,county_118,162.84,>4,16,22,1,1000-4999,private_company,No
7302,Unknown,45,higher_MSc,humanities,no,county_074,162.84,unknown,>20,42,1,<10,other,No
7303,Unknown,28,higher_MSc,science,no,county_093,158.77,>4,3,96,0,100-500,public_sector,No
7304,Male,31,higher_BSc,other,no,county_032,161.6,1,10,7,1,5000-9999,public_sector,No
7305,Female,24,secondary,no_information,no_information,county_075,161.07,never_changed,3,122,0,unknown,no_information,No
7306,Unknown,25,higher_BSc,science,full_time,county_059,110.45,2,4,14,1,5000-9999,no_information,Yes
7307,Unknown,29,higher_MSc,science,no,county_110,163.9,never_changed,8,44,1,500-999,private_company,No
7308,Male,29,higher_MSc,science,no,county_075,161.07,2,7,57,1,unknown,no_information,No
7309,Male,29,secondary,no_information,part_time,county_022,133.46,2,5,57,1,10-49,startup_with_funding,No
7310,Male,34,higher_BSc,science,no,county_118,162.84,1,13,127,1,<10,startup_with_funding,No
7311,Male,33,higher_BSc,science,full_time,county_049,158.06,never_changed,8,312,0,<10,private_company,No
7312,Unknown,35,no_information,no_information,no_information,county_059,110.45,2,15,68,1,unknown,no_information,No
7313,Male,34,higher_BSc,science,no,county_110,163.9,1,14,32,1,50-99,startup_with_funding,No
7314,Male,45,higher_MSc,science,part_time,county_086,130.98,1,20,39,1,unknown,no_information,Yes
7315,Male,33,higher_BSc,science,no,county_075,161.07,1,9,51,1,500-999,private_company,No
7316,Male,26,higher_BSc,science,no,county_118,162.84,1,6,36,1,50-99,private_company,Yes
7317,Male,33,higher_BSc,science,no,county_028,151.34,1,9,22,1,50-99,private_company,No
7318,Female,39,higher_MSc,other,no,county_117,163.55,>4,18,150,1,1000-4999,private_company,No
7319,Unknown,49,higher_BSc,science,no,county_022,133.46,>4,>20,134,1,50-99,private_company,No
7320,Unknown,27,higher_MSc,science,no,county_075,161.07,1,4,36,1,500-999,private_company,No
7321,Female,32,higher_MSc,business,no,county_075,161.07,4,8,74,1,1000-4999,public_sector,No
7322,Male,24,higher_BSc,science,no,county_029,141.95,1,5,46,1,50-99,private_company,No
7323,Unknown,34,higher_BSc,science,no,county_110,163.9,never_changed,14,68,0,50-99,private_company,No
7324,Male,40,higher_BSc,science,no,county_075,161.07,1,16,43,1,50-99,private_company,No
7325,Male,27,higher_BSc,business,no,county_026,114.52,1,6,113,1,50-99,private_company,No
7326,Male,26,higher_BSc,science,no,county_059,110.45,2,3,26,1,100-500,private_company,Yes
7327,Male,31,higher_MSc,science,no,county_108,131.51,1,6,109,1,10000+,private_company,No
7328,Male,49,higher_MSc,science,no,county_118,162.84,2,>20,7,1,10000+,private_company,No
7329,Male,39,higher_BSc,humanities,no,county_118,162.84,3,19,36,1,unknown,no_information,No
7330,Male,48,secondary,no_information,no,county_110,163.9,3,>20,145,1,10-49,private_company,No
7331,Male,34,higher_BSc,science,no,county_118,162.84,1,15,182,0,100-500,startup_with_funding,No
7332,Unknown,21,secondary,no_information,full_time,county_099,93.28,never_changed,1,80,0,unknown,no_information,No
7333,Male,42,higher_BSc,humanities,no,county_110,163.9,>4,19,13,1,50-99,private_company,No
7334,Male,30,secondary,no_information,full_time,county_110,163.9,4,6,144,0,10000+,private_company,No
7335,Female,30,higher_MSc,humanities,full_time,county_093,158.77,2,5,94,0,unknown,public_sector,No
7336,Female,26,higher_BSc,science,part_time,county_053,166.2,1,4,24,0,50-99,private_company,No
7337,Male,34,secondary,no_information,part_time,county_022,133.46,4,13,90,1,5000-9999,private_company,No
7338,Male,33,higher_MSc,other,no,county_093,158.77,3,9,31,1,<10,private_company,No
7339,Male,27,secondary,no_information,full_time,county_110,163.9,1,7,18,0,unknown,no_information,No
7340,Male,31,secondary,no_information,full_time,county_054,150.1,2,6,67,1,50-99,private_company,No
7341,Male,44,no_information,no_information,no,county_075,161.07,1,>20,82,1,50-99,startup_with_funding,No
7342,Male,31,secondary,no_information,no,county_110,163.9,1,11,34,1,unknown,no_information,No
7343,Male,30,higher_BSc,science,no,county_118,162.84,>4,7,90,1,<10,private_company,No
7344,Male,28,higher_BSc,arts,no,county_118,162.84,2,7,180,1,50-99,private_company,No
7345,Male,27,secondary,no_information,part_time,county_118,162.84,1,2,112,1,<10,private_company,No
7346,Male,49,higher_BSc,science,no,county_075,161.07,>4,>20,111,1,50-99,private_company,No
7347,Unknown,30,higher_BSc,science,no,county_118,162.84,1,7,29,1,100-500,private_company,No
7348,Unknown,35,higher_BSc,science,no,county_121,157,unknown,10,23,1,5000-9999,no_information,No
7349,Male,50,Phd,science,no,county_034,153.28,>4,>20,116,1,100-500,NGO,Yes
7350,Female,29,higher_BSc,science,no,county_058,159.12,1,4,9,1,10000+,private_company,No
7351,Male,28,higher_MSc,science,no,county_031,114.17,2,9,11,1,unknown,no_information,No
7352,Male,36,higher_BSc,science,no,county_118,162.84,>4,15,198,1,10-49,private_company,No
7353,Male,23,higher_BSc,science,part_time,county_078,136.11,1,3,48,1,<10,startup_with_funding,No
7354,Unknown,22,higher_BSc,science,no,county_059,110.45,1,<1,104,0,<10,no_information,Yes
7355,Male,45,Phd,science,no,county_092,147.97,never_changed,>20,43,1,unknown,no_information,No
7356,Unknown,23,higher_BSc,science,full_time,county_110,163.9,2,2,51,0,10-49,public_sector,Yes
7357,Male,35,higher_BSc,science,no,county_118,162.84,>4,16,10,1,5000-9999,private_company,No
7358,Male,35,higher_MSc,business,no,county_119,142.31,2,10,52,0,10000+,public_sector,No
7359,Male,23,secondary,no_information,full_time,county_074,162.84,1,3,264,1,50-99,startup_with_funding,No
7360,Male,45,higher_BSc,science,no,county_058,159.12,>4,>20,18,1,<10,other,No
7361,Male,25,secondary,no_information,no,county_102,130.63,never_changed,3,300,0,unknown,no_information,No
7362,Male,49,no_information,no_information,no,county_094,123.55,1,>20,85,0,unknown,no_information,No
7363,Male,32,higher_BSc,science,no,county_007,123.55,1,12,146,0,unknown,no_information,Yes
7364,Male,27,higher_BSc,science,full_time,county_118,162.84,3,7,66,1,unknown,no_information,Yes
7365,Male,33,higher_BSc,humanities,no,county_110,163.9,1,9,50,1,50-99,private_company,No
7366,Unknown,27,higher_MSc,science,full_time,county_093,158.77,1,7,30,0,unknown,private_company,No
7367,Male,47,higher_BSc,science,no,county_110,163.9,1,>20,24,1,<10,private_company,No
7368,Female,30,higher_BSc,science,no,county_093,158.77,1,8,8,1,10-49,startup_wo_funding,No
7369,Male,41,higher_MSc,science,no,county_068,155.41,>4,17,17,1,100-500,private_company,No
7370,Male,23,higher_MSc,science,part_time,county_073,135.76,2,4,74,0,unknown,no_information,Yes
7371,Male,41,higher_BSc,arts,no,county_118,162.84,>4,16,39,1,unknown,no_information,Yes
7372,Unknown,47,higher_MSc,science,no,county_110,163.9,>4,>20,5,0,10000+,private_company,No
7373,Male,25,higher_MSc,science,no,county_038,158.59,1,5,95,0,50-99,public_sector,No
7374,Female,31,higher_MSc,business,no,county_059,110.45,1,10,15,1,50-99,private_company,Yes
7375,Male,29,secondary,no_information,full_time,county_074,162.84,2,8,48,0,100-500,public_sector,No
7376,Male,38,higher_BSc,humanities,no,county_058,159.12,1,18,20,1,50-99,private_company,No
7377,Male,28,higher_BSc,science,no,county_075,161.07,1,5,25,1,50-99,private_company,No
7378,Male,31,higher_BSc,science,no,county_059,110.45,2,6,32,1,<10,private_company,Yes
7379,Unknown,23,higher_MSc,science,no,county_059,110.45,unknown,3,160,0,<10,private_company,Yes
7380,Unknown,31,higher_BSc,science,no,county_058,159.12,2,10,204,1,500-999,private_company,No
7381,Male,31,higher_BSc,science,no,county_059,110.45,2,7,6,1,100-500,private_company,Yes
7382,Male,42,higher_BSc,science,no,county_118,162.84,2,18,110,1,10-49,private_company,No
7383,Male,24,secondary,no_information,no,county_110,163.9,3,4,40,0,100-500,private_company,No
7384,Male,50,higher_BSc,science,no,county_074,162.84,never_changed,>20,192,1,100-500,private_company,No
7385,Male,23,higher_BSc,science,no,county_059,110.45,2,3,78,1,100-500,startup_with_funding,Yes
7386,Unknown,30,higher_BSc,science,no,county_021,102.48,3,7,26,1,10-49,private_company,Yes
7387,Unknown,34,higher_BSc,science,no,county_105,113.28,2,11,176,1,100-500,startup_with_funding,No
7388,Male,36,secondary,no_information,full_time,county_110,163.9,never_changed,13,32,0,unknown,no_information,No
7389,Male,25,secondary,no_information,full_time,county_059,110.45,1,3,95,0,unknown,no_information,No
7390,Male,28,higher_BSc,science,no,county_118,162.84,1,6,9,1,10-49,startup_wo_funding,No
7391,Male,34,higher_BSc,science,full_time,county_074,162.84,3,10,52,0,10-49,private_company,No
7392,Unknown,33,higher_BSc,science,no,county_118,162.84,1,9,135,1,100-500,private_company,No
